Genes	1AP	2A	2P	3A	3P	4A	4P	5A	5P	6A	6P	7A	7P	8A	8P
Tmem57	2.7	3	3	3.1	3.4	3.1	3.7	3.1	4	3	3.4	3.4	3.1	3.3	3.6
Tmem59	4	5.1	5.3	5.2	5.5	5.2	5.7	5.1	5.2	5.5	5.7	5	5.7	5	5.7
Tmem59l	3	4.5	4.7	3.9	4.4	4	4.1	4	4.4	4.9	4	4.2	4.7	5.1	3.6
Tmem60	4.3	4	4.7	4.2	4.7	4.4	4.7	4.6	4.8	4.8	5.1	4.7	5	5.4	5
Tmem63a	0	2	1.1	0.9	1.5	1	1.9	1	1.4	1.2	1.4	1.6	1.7	1.9	1.7
Tmem63b	1.5	2.8	2.9	2.6	2.5	2.8	2.1	3	2.8	2.6	2.3	3	2.9	2.5	3.7
Tmem64	1.2	1.6	1.1	1.4	1.2	1.6	1.3	1.7	1.7	1.2	1.8	2.3	1.6	2.2	2
Tmem65	1.3	1.4	1.3	1.2	1.5	1.4	1.6	1.5	1.5	1.8	1.7	1.5	1.8	2.4	1.2
Tmem66	2.3	3.7	3.2	3	3	3.1	2.8	3.1	3.7	3.6	3.6	2.1	3	2.7	2.6
Tmem67	0.3	0	0	0	0.3	0.7	0.6	1.4	1.2	0.1	1.2	0.6	1.2	1.4	1
Tmem68	1.1	2.2	2	2.5	2	2.4	2	2.2	2	2.2	2.4	3.2	2.6	2.4	2.6
Tmem69	6.7	6.6	6.5	6.9	6.8	6.8	7.1	6.7	7	6.7	6.7	6.8	7.4	7.1	6.9
Tmem70	2.2	3.8	3.9	4	3.7	4.1	3.5	4.1	3.7	4.2	3.9	3.5	3.8	4.3	4.7
Tmem74b	0	0	0	0	0	0.3	0	0.6	0	1.3	0	0	0.3	0	0.7
Tmem79	1.2	0	0.4	0.4	0.2	0.2	0	0	0	0	0	0.8	0.5	0.2	0
Tmem8	2.2	2.2	2.5	2.2	2.5	2.2	2.4	2.1	2	2.3	2.2	2.1	2	1.7	2.5
Tmem80	0.9	3.3	3.9	3.5	3.6	3.4	3.2	3.3	3.2	3	3	3.1	1.9	3	3.9
Tmem81	0.5	1.6	2.2	1.8	1.3	1.4	0.3	0.9	0	0	0.9	1	1.5	0.9	0.2
Tmem82	1.1	1.8	0.6	1.4	1	1.3	1.3	1.2	1.2	1.5	1.2	1.2	0.9	0.7	0.5
Tmem86a	1.8	2.2	1.3	2.2	1.3	1.8	1.2	1.3	0.3	1.2	0.9	1.3	0	1.7	0
Tmem86b	0	0	0.7	0.4	0.4	0.4	0	0.4	0.9	0.9	0.5	1.3	0.4	0	1.1
Tmem87a	0.3	1.8	1.3	1.1	1.1	1	0.9	0.9	1.7	1.3	1	0.6	1.1	0.9	0.8
Tmem87b	1.3	1.5	2	1.2	1.8	1.5	1.6	1.8	1.8	1.5	1.6	2.4	1.8	2	0.9
Tmem88	3.3	4.7	4.6	4.8	4.6	4.7	4.6	4.5	4.1	4.9	4.9	5	5.3	5.2	5
Tmem9	3.5	4.5	4.5	4.9	4.6	4.8	4.7	4.7	5	4.9	4.9	5	4.5	5	5.1
Tmem91	0	0.6	0	0	0	0	0	0	0	0.5	0	1.7	0.5	0	0
Tmem97	4.4	5.3	5.7	5.8	5.7	5.8	5.6	5.7	5.7	5.8	6.2	5.7	5.7	6.2	6.3
Tmem98	1.7	3.4	3.4	4.1	3.9	3.7	4.3	3.3	3.8	4.3	4.7	4	3.9	4.6	4.5
Tmem9b	0.9	1.1	2	2.2	1.3	1.5	0.5	0.7	1.9	3.2	1	1.4	2.3	1.7	0.7
Tmf1	1.6	2.4	2.8	2.7	3	3	3.2	3.2	3	3	3.3	2.5	3	2.6	2.7
Tmie	0	1.1	0.5	0	0.6	0	0.7	0	0	0.9	0.1	0.3	0	0	0
Tmod2	1	1.6	1.3	1.5	1.3	1.6	1.3	1.6	0.9	1.8	1.1	1.5	1	1	1.4
Tmod3	2.6	3	3.1	2.8	2.9	2.9	2.7	3	3.1	3.1	3.5	3.4	3	3.2	3.1
Tmpo	4.6	5.7	5.7	5.8	5.8	5.9	5.8	5.9	5.6	5.9	6.1	6	5.8	5.9	5.9
Tmppe	0.9	1.1	0.6	1	0.7	0.9	0.8	0.8	0.9	0.3	0.8	1.1	1.2	1.1	1
Tmprss11f	1	0	0	0.2	0.3	0.2	0.5	0.2	0.3	0	0.1	1.1	0.1	0	0
Tmprss12	0	2.1	1.5	1.7	1.5	1.4	1.5	1.1	0	2.1	0.3	0.8	0	1.5	0.9
Tmprss2	0.3	0.4	0	0	0	0.2	0	0.3	1	0	0.5	0.1	0.4	0.2	0.1
Tmsb10	8.9	10.1	10.1	10.2	10.1	10.2	10.1	10.2	10.7	10.4	10.9	10.5	10.7	10.4	10.7
Tmsb15a	0	2.7	1.9	0	1	0	0	0	0	0	1.7	0	0	0	0
Tmsb15b1	3.3	4	2.9	3.9	3.5	3.8	4	3.6	3.4	4.7	4.5	5.3	5.4	4.2	4.6
Tmsb15b2	2.7	2.3	2.4	3	2.8	2.7	3.2	2.3	3.5	3.5	4.6	4	3.7	2.8	3.3
Tmsb15l	2.1	2.8	3.1	3.5	2.8	2.8	2.4	2	2.8	2.5	3.9	2.8	3.3	1.2	3.3
Tmsb4x	4.4	5.4	5.6	5.7	5.4	5.7	5.2	5.6	6.4	5	6.6	5.8	6.2	6.4	6.2
Tmtc3	1.7	2.1	1.9	1.7	2	1.7	2	1.7	1.9	2.3	1.6	2	1.8	2.2	2
Tmtc4	0.9	1.3	1.3	1.5	1.5	1.3	1.7	1	1.9	1.2	0.5	1.7	0.5	0.8	1
Tmub1	0	0	0	0.7	0	0.9	0	1.1	0	0	1.8	1.7	0	2.5	0.7
Tmub2	2.1	2.1	2.7	2.2	2.6	1.9	2.5	1.5	2.9	3	2.8	2.3	3.1	1.6	1.5
Tmx1	2.6	3.8	3.4	3.5	3.7	3.7	3.9	3.8	4.4	3.8	4.1	3.5	3.7	3.4	4
Tmx2	3.2	4.3	4.6	4.6	4.5	4.3	4.3	4	3.6	5.2	4.2	4.6	5.1	5.2	4.7
Tmx3	2	2.9	2.7	3	2.9	3	3	2.9	3.4	2.8	3.5	3	2.1	2.6	3.1
Tmx4	0.4	1.3	1.7	1.4	1.4	1.2	1	0.9	1.1	1.1	1.1	0.5	0.3	1.2	1.3
Tnfaip1	1.5	3.7	3.6	3.3	3.5	3.3	3.4	3.2	3.4	4	3.6	3.5	3.9	4.1	4.3
Tnfaip8	2.3	2.2	2.7	2.2	2.4	2.2	2.1	2.1	2.5	3.2	2.3	2.8	3	2.8	2.2
Tnfaip8l1	0	0	0.5	1.1	0.3	0.9	0	0.7	1.5	0	0.5	0	0.7	0.3	0
Tnfaip8l3	0	0.2	0	0.2	0	0.1	0	0	0.8	0.2	0.7	0	1.4	0.5	0
Tnfrsf10b	1.8	1.9	1.4	1.4	1.5	1.6	1.5	1.7	1.3	2	0.8	1.4	1.2	1.3	2.1
Tnfrsf12a	1.8	2.6	3.2	3.8	3	3.3	2.8	2.7	3.4	3.5	4.1	2.9	3.9	3.2	4.1
Tnfrsf13b	1.1	0.7	0	0	0.7	0	1.4	0	0	0	0	0	0	0	0
Tnfrsf13c	1.4	1.2	0.4	0	0.2	0.1	0	0.2	0	1	0	0	1.3	0	0.2
Tnfrsf19	0	0.7	1.3	0.7	1.7	0.8	2	0.9	3.4	1.4	4	1.7	3	1.6	3.5
Tnfrsf1a	0.4	1.8	1.2	2.1	1.4	1.6	1.5	1.1	1.4	2.2	2.5	1.2	0.9	2.6	2.4
Tnfrsf1b	0.9	0.5	0.9	0.9	0.9	0.7	0.8	0.5	1.3	0.9	0.5	0.6	1.4	1.3	0.2
Tnfrsf21	0.3	2.1	2.3	1.2	1.7	1.4	1	1.5	1.4	2.5	1.8	2.2	2	2.7	1.9
Tnfrsf22	0	1.3	1.6	0.6	0.8	0.8	0	0.9	1.3	1	1.1	1.4	0.9	1.4	0.9
Tnfrsf25	0	0.8	1	0	0.5	0.2	0	0.3	0	0	0.2	0	0	0.3	0
Tnfrsf4	0	0	0	0	0	0	0	0	2.1	0.7	0	0.7	0	0	0.3
Tnfsf10	0.7	1	0.7	0.8	0.9	0.9	1	0.9	1.2	0.7	0.8	1	0.9	0.6	0.4
Tnfsf11	0.4	0.8	1.3	0.8	0.7	0.8	0	0.7	0.4	0.2	0	0	1.7	0.9	0
Tnfsf12	0	0	0.5	0	0.3	0.4	0	0.7	0	0	0	0	0	0.9	0
Tnfsf13	0	0	0.7	0.8	0.4	0.4	0	0	0	0	0.2	0	0	0	0
Tnfsf9	0.7	0.7	2.6	1.9	2.5	2	2.3	2.1	2.1	2.6	2.7	3	2.5	3.2	1
Tnip1	0.6	2.2	1.7	1.4	2	1.6	2.3	1.7	2.6	1.7	3.2	2.2	2.6	1.8	2
Tnip2	0.5	0	0.2	0	0.1	0.1	0	0.2	0	0	0.5	0	0.2	0	1.3
Tnk1	1.9	2.7	2.6	3	2.1	3	1.6	2.9	1.7	2.7	1.6	2.8	2.9	2.9	2.9
Tnk2	0.6	1.7	1.6	2	1.7	2	1.7	2	1.2	1.5	2	2	2.1	1.9	1.6
Tnks	1.3	2	1.3	1.9	1.3	2.2	1.3	2.4	2	1.9	1.7	1.9	2.3	1.5	1.7
Tnks1bp1	0.6	1.3	0.5	0.7	0.8	1	1.1	1.3	1.1	1.3	1.1	1.2	1.4	1.3	1.3
Tnks2	3.9	4.3	4.5	4.4	4.5	4.6	4.4	4.7	4.8	4.6	4.9	4.7	4.7	4.6	4.7
Tnnc2	0	0.7	0	2	0	1	0	0	0	0	0	0	0	0	1
Tnni1	0	0	0	0	0	0.4	0	0.8	0	0	0.8	0	0	0.4	0
Tnni3	1	0	1.5	1.7	0.8	0.9	0	0	0.6	0	0	0	0	0	1.1
Tnnt1	1.9	2.6	3	2.7	2.5	2.6	1.9	2.4	1.2	2.1	1.8	2.5	0.5	2.2	2.1
Tnnt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0
Tnpo1	2.3	3.3	3.5	3.2	3.6	3.5	3.6	3.7	3.5	3.4	3.8	3.9	3.7	3.4	3.6
Tnpo2	1.9	2.9	2.2	2.9	2.4	2.6	2.5	2.3	3.2	2.6	2.6	3	2.5	2.8	2.9
Tnpo3	3.5	4.4	4.8	4.1	4.6	4.5	4.3	4.8	4.8	4.9	4.5	4.6	4.3	4.8	4.6
Tnrc18	0.3	0.3	0.4	0.7	0.5	0.6	0.5	0.5	0.8	1	1	1	0.9	0.8	1.4
Tnrc6a	2.1	2.9	2.6	2.6	2.6	2.8	2.6	3	2.9	2.6	2.6	2.9	3	2.9	2.5
Tnrc6b	1.4	1.7	1.9	1.5	1.7	1.6	1.5	1.7	1.8	1.6	1.7	1.8	2.1	1.4	1.5
Tnrc6c	1.8	2.4	2.5	2.2	2.3	2.5	2.1	2.7	1.8	2.6	2.1	2.2	2.7	2.6	1.8
Tns3	1	1.1	0.6	1.5	0.7	1.4	0.8	1.3	1.8	1	1	0.9	0.9	1.1	1.4
Tob1	1.4	2.1	2.2	1.8	2	2	1.8	2.2	1.5	1.3	0.1	2.3	0.7	0.9	1.3
Tob2	2	1.9	2.3	2.2	2.2	2.4	2.1	2.6	2.9	2.2	2.2	2.7	2.5	2.2	2.5
Toe1	3.4	3.9	4.1	3.5	4.2	3.7	4.3	3.9	3.6	4.5	4.4	3.1	4.4	3.6	3.8
Tollip	2.5	2.7	1.4	2.5	1.4	2.4	1.3	2.2	2.3	2.1	2.9	2.5	3.2	2.6	2.8
Tom1	0	2.8	2	3.1	2.6	2.8	3.1	2.5	2.6	2.7	3	2.2	2.7	3.1	2.9
Tom1l1	2.3	3.6	3.5	3.8	3.6	3.8	3.7	3.8	2.5	3.7	2.8	3.8	3.6	4.1	3.6
Tom1l2	0.2	0	0.6	0.3	0.4	0.3	0.1	0.3	0.4	0.5	0.8	0.9	0.8	0.4	0
Tomm20	5.3	6.2	6.2	6.4	6.3	6.4	6.3	6.3	6.5	6.5	6.7	6.3	6.5	6.6	6.7
Tomm22	6.4	7.1	7.5	7.5	7.5	7.4	7.5	7.3	7.7	7.6	7.7	7.6	7.9	7.6	7.6
Tomm34	3.5	4.3	3.9	4.1	4.2	4.2	4.4	4.3	4.1	4.4	4.6	4.5	4.4	4.5	4.5
Tomm40	5	6.7	7	6.5	6.9	6.6	6.7	6.7	6.9	7.2	7.3	6.9	7.2	7	6.9
Tomm40l	1.3	2.5	2.8	2.7	2.5	2.6	2.2	2.4	2.5	2.7	2.8	3.1	2.9	3.7	2.4
Tomm5	8	8.7	9	9	8.9	9	8.8	8.9	8.8	9	8.9	9.1	9.1	9.1	9.2
Tomm6	5.3	6.9	6.8	7.1	6.8	6.9	6.7	6.7	7.2	7.4	7.5	7.3	7.3	7.3	7.3
Tomm7	6.7	8	7.9	8	7.9	8	7.8	7.9	8.3	8	8.3	8	8.3	8.4	8.3
Tomm70a	4.8	5.6	5.5	5.4	5.5	5.5	5.4	5.6	5.6	5.6	5.9	5.8	6	5.7	5.5
Tomt	0	0	0	0	0	0.3	0	0.6	0.6	1.7	0.5	0.3	0	0	0.5
Tonsl	1	1.6	2.1	1.9	1.9	1.9	1.7	1.8	1.9	2.4	2.4	2.4	1.8	2.4	2.2
Top1	5.1	5.8	6	5.9	6	5.8	5.9	5.7	6.1	5.9	6.2	6.3	6.2	6.1	6.1
Top1mt	0	1.3	0.2	0.9	0.1	0.8	0	0.6	0.8	1.8	1.5	0.8	0	1.2	2.6
Top2a	5.6	6.6	6.7	6.3	6.5	6.3	6.3	6.3	6.4	6.5	6.6	6.6	6.7	6.4	6.4
Top2b	1.6	2.1	2.3	2.3	2	2.1	1.7	1.9	2.1	2	2.9	2.2	2.6	1.7	2.5
Top3a	1.1	0.5	1.5	1.8	1.1	1.3	0.7	0.7	1.8	1.4	2.1	0.5	2	1.4	1.6
Top3b	2	2.7	3.1	2.6	3.2	2.8	3.3	3	3.3	3.4	3.1	3	3.9	3.6	2
Topbp1	3.7	4	3.8	4	3.9	4.1	4	4.2	4.2	4.3	4.5	4.4	4.1	4.5	4.5
Topors	2.9	3.8	4.3	4.3	4.3	4.3	4.2	4.2	4.3	4.2	3.6	4.1	4.6	4.2	3.9
Tor1a	2.1	4	4.8	4.1	4.5	4	4.1	3.8	4.2	4.1	4.5	4.7	2.8	4.2	4.3
Tor1aip1	1	1.9	2.3	2.1	2	2.1	1.7	2	2.3	2	2.2	1.9	3	1.7	1.9
Tor1aip2	2.9	4	4.5	4.9	4.6	4.9	4.6	4.8	4.8	4.8	5.1	5.1	5.1	5	5.1
Tor1b	2.8	3.6	3.4	3.7	3.6	3.7	3.7	3.7	3.7	4	2.8	3.6	3.9	3.8	4
Tor2a	1.7	2.7	2.7	3.5	3.2	2.8	3.6	2	3.8	3.9	3.6	3.5	3	3.3	3.4
Tor3a	2.1	3.3	2.4	3.3	2.6	3.3	2.8	3.3	2.9	3.2	2.4	3.3	2.5	2.9	2.6
Tor4a	6	6.3	5.9	6.1	6.1	6.1	6.3	6	6.2	5.9	5.9	5.9	6.5	6.2	5.8
Tox3	2.1	2.1	2.2	2.5	2.2	2.3	2.2	2.1	1.8	2.3	1.3	2.8	1.5	1.6	2.2
Tox4	1.9	2.8	2.7	2.5	2.7	2.6	2.7	2.7	2.7	3.2	3.1	2.8	3.4	3.2	3.1
Tpbg	0.9	1.3	1	1.1	0.8	1.5	0.6	1.9	1.5	1.1	1.4	1.1	1	2.1	1.4
Tpcn1	0.2	0.6	0.5	0.7	0.3	0.8	0.1	0.9	0.9	0.3	0.7	0.7	1.1	1.4	1
Tpcn2	0.6	1.4	0	0.9	0.7	1	1.4	1.1	1.3	0.7	1.9	2.1	1	1.6	0.5
Tpd52	3.6	4.6	4.6	5.2	4.6	5	4.5	4.7	3.8	5.1	4.1	4.5	4.2	5.1	4.2
Tpd52l1	0	0.4	1.8	2	2	1	2.1	0	2.5	2.3	2.3	0.6	2.8	2.1	3.4
Tpd52l2	3.9	4.1	5.5	5.1	5.2	5.1	4.9	5	5.4	5.2	5.4	5	5.4	5.3	5.4
Tpgs1	2.8	3.8	3.7	3.7	3.6	3.9	3.4	4	3.3	3.6	4.3	3.6	4	4	3.9
Tpgs2	2.2	3.5	3.5	3.6	3.4	3.5	3.3	3.4	3.7	3.6	3.7	3.4	3.6	3.8	3.3
Tpi1	7	8.2	8.6	8.5	8.5	8.5	8.4	8.5	8.3	9	8.7	8.8	8.8	8.9	8.7
Tpk1	1.7	1.8	0.9	1.5	0.8	1.4	0.7	1.3	1.3	2.1	0.4	2.6	1.3	1.5	2.1
Tpm1	4	5.1	5.7	5.8	5.6	5.5	5.4	5.2	5.5	5.9	6	6.1	5.4	5.7	5.5
Tpm2	1.3	1.9	2.3	2.1	1.9	1.9	1.5	1.6	1.6	1.8	1.2	1.2	2.1	2.4	1.7
Tpm3	5.9	6.9	7.1	6.7	7	6.8	6.8	6.8	7.1	7.1	7.3	7.3	7.2	7.3	7.1
Tpm4	4.1	5.3	5.3	5	5.5	5.2	5.6	5.4	5.6	5.8	6.2	5.7	5.9	5.5	6
Tpmt	1.1	1.6	2.6	2	2.4	1.8	2.1	1.5	1.6	2.4	2.8	2.3	2.1	1.6	1.5
Tpp1	2.2	3.3	3.1	3.3	3.1	3.4	3	3.5	3.5	3.4	3.3	3.1	3.4	3.4	3.5
Tpp2	2.8	3.8	4.4	3.9	4.3	4	4.1	4.1	4	4	4.4	4.3	4	4.3	4.3
Tpr	4.8	5.3	5.2	5.2	5.2	5.2	5.2	5.2	5.2	5.2	5.2	5.4	5.2	5.2	5.2
Tpra1	0.9	2.5	1.9	2.8	2.2	2.9	2.4	2.9	2.8	2.5	2.5	2.6	3.3	2.4	1.9
Tprgl	2.8	5.2	4.2	4.6	4.4	4.7	4.5	4.8	4.7	5.1	4.9	5	4.7	5.1	4.6
Tprkb	2.2	3.2	2.9	3.3	3.2	3.2	3.4	3	3.4	3.7	3.6	3.5	3.6	3.3	3.7
Tprn	0.3	1.3	1.7	1.9	1.3	1.8	0.8	1.7	1.3	1.5	0.6	2.6	2.2	1.5	0.4
Tpst1	2.7	3.2	3.9	3.8	3.4	3.8	2.9	3.8	3.6	3.6	3.5	3.7	3.7	2.9	4
Tpst2	2.4	2.4	3.2	2.7	3.1	3	3	3.3	2.3	3	3.3	3	3.4	3.9	3.4
Tpt1	9.2	10.2	10.1	10.3	10.2	10.3	10.2	10.2	10.6	10.4	10.6	10.6	10.6	10.6	10.7
Tpx2	3.5	4.4	4.8	4.6	4.5	4.3	4.2	4	4.4	4.5	4.4	4.8	5.1	4.8	4.8
Tra2a	5.4	5.9	6	6.2	6	6.3	6	6.3	6	6.1	6.4	6.2	6.1	6.1	6.4
Tra2b	5.8	6.7	7	6.7	7	6.9	6.9	7	6.6	7.2	7.2	7.1	7	7.1	7.1
Trabd	2.9	2.4	3.5	3.8	3.3	3.6	3	3.3	3.4	3.2	3.3	3.8	4	3.8	4.2
Trabd2b	0	0.1	0.1	0.2	0.2	0.2	0.2	0.1	0.1	0.1	0.5	0.1	0.3	0.1	0.1
Tradd	0	0.3	0	0	0.3	0	0.6	0	0	0.3	0	0	0	1.5	0
Traf2	1.7	2.1	2.4	2.1	2.3	2.1	2.1	2	1.7	2.8	2.4	2.7	2.8	2.9	2.7
Traf3	0.1	0.9	0.6	1	0.8	1	1	0.9	0.4	0.6	0.5	0.9	1.5	0.8	1.2
Traf3ip1	1.4	2.8	2.6	2.7	2.6	2.6	2.5	2.4	2.6	2.4	2.4	2.4	2.5	2.7	2
Traf3ip2	0.3	0.9	1.4	1.7	1.1	1.2	0.8	0.6	0.9	0.4	1.4	0.2	1	1.4	1.2
Traf4	2.6	4.1	4.1	4.2	4.1	4.3	4.1	4.3	4	4.5	4.5	4.1	4.1	4.3	4.5
Traf5	0	0.4	1.2	0	0.6	0	0	0	1.2	0	0	0	0	0	0
Traf6	1.5	1.8	1.3	1.6	1.4	1.5	1.5	1.4	1.7	1.1	1.7	2.2	2	1.2	1.6
Traf7	3.9	4.6	4.9	4.6	4.8	4.8	4.6	4.9	4.9	5.2	5.1	4.8	5.2	5.3	5.1
Trafd1	0.7	1.2	0.6	0.9	0.7	1.5	0.8	2.1	1	2.1	1.4	0	1.6	2	1.5
Traip	2.2	2.8	3.1	3	2.8	3.1	2.5	3.2	2.9	3.1	3.2	3.1	3.2	3.5	3.3
Trak1	0.2	1.3	1.3	2.2	1.7	2.1	2	1.9	2	1.6	2	0.9	1.4	2	1.4
Trak2	1.1	1.3	1.1	0.8	1.1	0.9	1	1	1.6	1.6	1.6	2	1.7	1.6	2.1
Tram1	3.6	4.2	4.4	4.4	4.4	4.5	4.3	4.5	4.3	4.9	4.7	4.2	4.4	4.9	4.5
Tram1l1	0	0.7	0	0.2	0.5	0.1	0.9	0	1.9	0.2	1.3	0	0.4	1.5	0
Tram2	0	0.3	1.8	0	0.9	0.6	0	1.2	0.6	0	1.5	0	0.8	0	0
Trap1	3	4.6	5.2	4.5	4.8	4.5	4.4	4.5	4.3	4.9	4.7	5	4.8	5	4.7
Trap1a	1.6	2.9	2.2	1.9	2.8	2.2	3.4	2.5	2.4	1.9	2.8	2.9	2.5	4.2	2.3
Trappc1	4.3	6	6.3	6.2	6.4	6	6.4	5.8	5.5	6.4	6.6	6.5	6.5	6.4	6.3
Trappc10	1	1.2	1.4	0.8	1	1.1	0.6	1.3	1.5	1	1.6	0.4	1.5	1.5	1.6
Trappc11	0.6	1.7	2.3	1.7	2.5	1.9	2.6	2	2.2	2.1	3	2.6	1.7	2.1	3.2
Trappc12	1.1	2.8	1.4	1.7	2.1	2.1	2.8	2.4	2.4	2.7	3	2.7	3.4	1.9	3
Trappc13	2.9	3.4	4.6	4.4	4.2	4.3	3.8	4.1	3.8	4.7	3.9	3.9	4.1	4	4.1
Trappc2	1.1	3	1	1.5	1	1.7	1	1.9	2.8	2.3	3.2	2	3	1.7	1.2
Trappc2l	5.1	5.5	5.5	6.3	5.8	6.2	6.1	6	6.4	6.6	6.8	6.7	5.8	6.6	6.4
Trappc3	2.6	4.7	4.6	4	4.5	4.2	4.4	4.3	4.2	4.5	5.1	4.7	4	5.1	5.3
Trappc4	5.1	5.6	5.9	6.1	6	6.1	6	6	6.3	6.1	6.2	6.5	6.5	6.6	6.2
Trappc5	2.8	3.9	4	3.8	4.1	3.8	4.1	3.8	4.1	4	4.4	4.2	4.3	4.3	4.2
Trappc6a	3	4.3	3.6	3.6	3.3	3.4	2.9	3.2	3.6	3.3	3.9	3	3.3	3.8	4
Trappc6b	3.1	4.1	3.9	4.2	3.8	4	3.7	3.8	4.3	4.4	5	3.8	4.3	4.5	4.2
Trappc8	1	1.8	2.1	2	2.1	2	2.1	2	1.9	2.3	2.2	2.4	2.1	2	1.3
Trappc9	2.4	1.1	2.4	1.1	2	1.4	1.5	1.7	1.4	1.5	1.6	2	1.8	2.3	2.2
Trat1	0	0.7	0.7	0	0.4	0.4	0	0.7	1.2	0	0	0	0	0	0
Trdmt1	0.9	1.5	1.2	1.8	1.8	2	2.3	2.1	2.6	2.8	2.5	2.1	2.8	2.2	1.7
Trdn	0.4	0.5	0	0	0.2	0	0.4	0	0	0	0	0	0.1	0	0
Trerf1	1.2	1	1.4	1.3	1.1	1.4	0.8	1.5	1.2	1.6	1.4	1.1	1.7	1.6	1.1
Trex1	2.3	2.2	2	2.7	2.2	2.4	2.3	2.1	3.3	2	1.6	1.6	1.5	2.8	2.8
Trf	0.4	0	0.5	0.2	0.4	0.1	0.2	0	0.5	0	0.7	0.6	0.9	0	0.3
Trh	5.2	6.2	6.8	6.7	7.1	6.7	7.4	6.7	7.2	6.6	6.8	5.8	6.8	5.1	6.4
Triap1	2.7	4.6	4.2	4.3	4.6	4	5	3.6	4.6	5	4.9	4.8	4.9	4.5	4.3
Trib1	2.5	2.2	2.1	1.9	2.1	2.1	2	2.3	2.3	2	2.4	3.1	2	2.7	2.5
Trib2	1.1	1.9	1.2	1.4	1.6	0.9	2	0.4	2.6	1.5	1.7	2	2.2	0.8	1.5
Trib3	0.8	0.8	1.4	0.5	0.9	0.5	0.4	0.4	1.3	0.2	1.8	2.2	1.8	1.1	0.2
Trim11	1.7	1.5	2	1.1	2.2	1.7	2.4	2.2	2.2	1.8	2.4	1.8	0.5	2.5	2.7
Trim12a	1.3	2.1	0.3	3.4	1.1	2.6	1.8	1.8	2.2	2.2	2	1.4	2.1	3.4	1.6
Trim12c	1.9	2.4	2.1	1.8	2.2	2.3	2.3	2.8	2.5	2.3	1.9	2.7	3	2.6	2.1
Trim13	0.6	2.8	3.1	3.3	2.5	2.9	1.9	2.4	2.6	1.6	3	2.8	2	3	2.7
Trim2	1.7	1.7	2.2	2	2.1	2.1	2	2.2	1.3	1.9	0.5	2.1	1.2	1.8	0.8
Trim21	0.3	0.3	0.3	0.5	0.6	0.4	0.9	0.3	1.1	0.3	0.7	0	1.4	1.6	1
Trim23	0.2	0.6	0.8	0.6	0.5	0.7	0.1	0.8	0.3	0.7	0.4	1.1	0	0.1	0
Trim24	2.3	3.7	2.8	3	2.9	3.2	2.9	3.4	2.9	3.5	2.6	3.3	2.9	3	3.2
Trim25	1.3	2	1.8	1.9	1.7	2	1.5	2	1.7	1.8	2	2	2.2	1.6	1.8
Trim26	2	1.7	2	2.1	2.1	2.1	2.1	2.1	2.6	2.8	2.8	1.9	2.5	2.4	3.2
Trim27	4.1	4.7	5	4.8	4.9	4.8	4.8	4.8	4.8	5.3	4.9	4.9	5.2	5.3	5.2
Trim28	6.2	7.1	7.3	7.4	7.3	7.4	7.3	7.3	7.4	7.5	7.7	7.6	7.7	7.6	7.7
Trim3	0.3	1.6	0.8	1.1	1.2	1.7	1.5	2.3	2.5	1.8	1.6	2.3	1.4	1.7	1.5
Trim30a	0.7	0	0	0	0	0.1	0	0.1	0.3	0	0.1	0	0	0.3	0
Trim30d	0.3	0	0	0.6	0	0.3	0	0	0.4	0	0	0	0.5	0.2	0.1
Trim32	2.1	2.9	3	3.3	2.8	3.2	2.5	3	3	2.9	3.3	3.3	2.6	3.5	3.4
Trim33	2.8	3.6	3.4	3.2	3.2	3.1	2.9	3	2.9	3.2	2.7	3.4	3.1	2.9	2.9
Trim34a	0.9	0.5	1.5	1.6	1.1	1.6	0.7	1.6	0	1.7	0.9	1	0.9	0.4	0.5
Trim35	2	2.2	2.8	1.7	2.6	2.1	2.4	2.5	2.9	2.7	3	2.4	2.6	2.5	2.6
Trim36	0.2	0.3	0.3	0.4	0.3	0.8	0.2	1.1	0.4	0.4	0.6	0.7	0.6	0.7	1.6
Trim37	2.8	2.9	3.2	3.5	3.1	3.5	3	3.4	3.2	3.2	3.3	3.5	3.1	3.9	3.2
Trim38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim39	1	1.9	2.4	1	2.5	1.6	2.5	2.1	1.6	1.6	2.4	1.7	2.5	2.1	1.9
Trim41	1.3	1.7	2.3	2.7	2.4	2.3	2.4	1.8	2.2	2.4	1.7	1.9	2.2	2	2.7
Trim44	2.4	3.1	3.4	3.3	2.9	3.3	2.4	3.3	3	2.9	3.1	3.3	3.3	3.3	3.4
Trim45	0.5	0.3	0.3	0.6	0.3	1.2	0.3	1.8	1	0.7	0.7	0.9	2.1	0.8	1.8
Trim46	0.3	1.2	2.3	2.2	2.3	2	2.2	1.7	1.1	2	1.3	2.2	1.5	2.2	1.1
Trim52	0.6	0	0	0.9	0	0.5	0	0	0.8	0	0	0	0	0	0
Trim54	1	1.1	0.7	2	1.1	1.4	1.4	0.8	0.6	1.3	1.1	1.5	1	1.6	1.3
Trim56	0.3	0.3	0.3	0.7	0.3	0.4	0.3	0	0.5	0	0.3	0	0.4	0.8	0.4
