Genes	2EA(1)	2EP(1)	2EA	2EP	3EA	3EP	4EA	4EP	5EA	5EP	6EA	6EP	7EA	7EP	8EA	8EP
Slc39a13	0	1.5	0	1.5	0	0.5	0.4	1.6	0.8	2.6	0.3	0.5	2.3	1.4	2.1	3.1
Slc39a14	0	1.1	0	1.1	0	0.8	0.4	1.5	0.7	2.2	1.1	1.8	1.4	1.4	1.6	2
Slc39a2	0	2.4	0	2.4	0	0	0.4	0	0.8	0	0	0	0.3	0	2.2	0
Slc39a3	0	1.2	0	1.2	0	0	0	0	0	0	0	2.7	1.1	0.8	0.6	0
Slc39a4	2.4	1.9	2.4	1.9	3.5	2.9	3.3	3.1	3	3.3	4.5	4.3	4.1	2.5	5.3	5.2
Slc39a5	0	3.8	0	3.8	1.1	3.3	2.4	3.7	3.6	4	4.3	5.8	3.4	4.4	5.9	5.7
Slc39a6	0	0	0	0	0	0	1	0.7	2	1.4	0	0.6	1.4	0.7	0.1	0.9
Slc39a7	4.2	5.5	4.2	5.5	4.2	4	4.4	3.9	4.5	3.7	4.9	5	5.5	5.7	4.9	5.4
Slc39a8	2.4	2.6	2.4	2.6	1.9	2.6	2.3	3.3	2.6	3.9	4	4.6	3.1	3.3	4.6	4.3
Slc39a9	1.8	0.6	1.8	0.6	0	1.6	0	0.8	0	0	0	0.5	0.8	2	1.2	2
Slc3a2	4.1	5.1	4.1	5.1	3.1	3.5	3.9	4	4.7	4.5	5.4	6.5	5.2	5.9	6.5	6.4
Slc40a1	1.1	0.5	1.1	0.5	0.7	1	2	2.1	3.3	3.2	3	3.8	3.8	2.9	3.6	2.4
Slc41a1	0	2	0	2	0	0	0.1	0.2	0.2	0.4	0	0	0.3	1.3	0.4	0
Slc41a3	1.8	0	1.8	0	0	1.8	0	0.9	0	0	0	0	0	0	0	0.5
Slc43a1	0	3.2	0	3.2	0	2.7	0	1.4	0	0	0	0	1.1	1.2	0	0.2
Slc43a2	0.6	0	0.6	0	1.8	0.4	1.9	0.6	1.9	0.7	2.7	3.4	2.4	2.8	3.7	3.1
Slc43a3	1.9	2.4	1.9	2.4	0	1	0.6	0.5	1.2	0	3.5	0	1.4	3	2.3	2.8
Slc44a1	0	0	0	0	0	0.4	0	0.4	0	0.3	0.4	0	0.4	1.2	1.8	0
Slc44a2	1.6	0	1.6	0	0	0	1.5	0	2.9	0	2.6	1.6	0.5	2.3	2.9	1.6
Slc44a3	1.3	0	1.3	0	2.4	0	1.4	1.3	0.4	2.6	0.7	0	1.4	0.5	1.4	0
Slc44a4	0	0	0	0	0	0	0.4	0.6	0.8	1.1	1.4	1.5	0.9	0	2.4	1.3
Slc44a5	0	0	0	0	0	0	0.4	0	0.7	0	0.5	2.3	0	0.2	0	1.4
Slc45a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc45a3	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0
Slc45a4	0	0.8	0	0.8	2	1.3	1.9	0.7	1.7	0	2.2	3	2.9	1.9	3.3	2.5
Slc46a1	0	0	0	0	0	0	0.9	0	1.8	0	0.4	3.1	0	0	1.4	0
Slc46a3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	1	2.1
Slc47a1	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	2.6	0
Slc48a1	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.7	0	0
Slc4a1ap	0.8	2.5	0.8	2.5	2.9	2.4	2.5	2.8	2.1	3.1	0.3	4	2.9	3.3	2.7	3
Slc4a2	0.5	2.7	0.5	2.7	0	1.9	1.4	2.2	2.7	2.5	1	3.9	2.6	2.7	3.8	3.5
Slc4a3	0	2.6	0	2.6	0	0	0.4	0	0.8	0	0	0.3	0.9	0	1	0
Slc4a4	0	0	0	0	0	0.8	0.4	0.4	0.7	0	0	0	0	1.2	1.3	0.9
Slc4a5	0	0	0	0	0	0	0	0	0	0	0	0	1.4	1.7	0	0
Slc4a7	0.6	0.8	0.6	0.8	0.7	1.2	1.2	0.7	1.7	0.2	1.2	1.4	1	1.7	2.2	1.3
Slc50a1	1.6	1.4	1.6	1.4	0	1	1.9	0.5	3.8	0	3.2	1.3	3.9	1.5	1.1	4.5
Slc52a2	0	0.6	0	0.6	0	0	1.4	0.7	2.7	1.4	1.5	2.3	3.2	2.5	2.6	3.7
Slc5a12	0	0	0	0	0	1.4	0	0.7	0	0	0	0	0	0	0	0
Slc5a3	0	0.3	0	0.3	0	0.1	0.3	0.1	0.6	0.1	0.4	0.4	0.1	1.1	0.3	0.4
Slc5a4b	0	1.9	0	1.9	0	0	0	0	0	0	0	0	0	0	1.1	0
Slc5a5	0	2.4	0	2.4	0	0.4	0	0.2	0	0	0	0	0.6	0.6	2.1	0
Slc5a6	0.6	0	0.6	0	0.7	0	1.6	0	2.5	0	2.9	1.6	1.4	2.5	2	1.5
Slc5a7	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0.1	0	0.5
Slc5a8	0	0	0	0	0	0.4	0.5	0.2	0.9	0	1.7	0.9	0	0.5	0	0
Slc6a13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a14	0	0	0	0	0	2.6	1.5	1.3	3	0	0	0	0	0	0	0
Slc6a15	0	0	0	0	0	0.6	0	0.9	0	1.1	0	0	0.8	0.4	0	0
Slc6a2	0	1.5	0	1.5	0.8	0.2	0.4	0.1	0	0	0.4	0.3	0	0	0.1	0
Slc6a20b	0	0	0	0	0	0	0	0	0	0	0.9	1.2	0	0	1.4	0
Slc6a6	1.6	0	1.6	0	2	0.5	1.5	0.3	0.9	0	2.7	2.9	2.4	4.3	2	1.7
Slc6a8	0.5	0	0.5	0	0	0.5	0.4	0.9	0.7	1.2	0.8	2.7	0.9	2	1.9	1.6
Slc7a1	0.8	1.6	0.8	1.6	1.1	1.4	1.1	1.1	1.1	0.7	1.4	0.2	0	0.1	0.9	0.9
Slc7a12	0	0	0	0	1.2	0	0.6	0	0	0	0	0	0	0	0	0.9
Slc7a13	0	0	0	0	0	0	0	0.3	0	0.5	0	0	0	1	0	0
Slc7a14	3.8	3.5	3.8	3.5	3.9	4	3.9	3.6	3.8	3.2	3.8	4.5	5.1	5.4	3.3	4.1
Slc7a3	1.4	2.7	1.4	2.7	0	0	0	0.2	0	0.4	0	0	2.5	0.3	0	0
Slc7a4	3.5	0	3.5	0	0	0	0	0	0	0	0.8	0	0	0	1.1	0
Slc7a5	0	1.4	0	1.4	0	1.2	0	1	0	0.8	1.2	3.1	1.1	3.3	2	3.4
Slc7a6	4.2	1.7	4.2	1.7	0	0	0.2	2.1	0.3	4.1	2.1	1.7	2	3.4	4.5	4
Slc7a6os	2.9	0	2.9	0	0	2.2	1.2	2.6	2.3	3	0	0	2.4	3.3	3.1	2.1
Slc7a7	3.5	4.5	3.5	4.5	2.9	3.9	3.9	4.3	4.9	4.7	4.9	6.9	5.3	5.3	6.4	6.6
Slc7a8	0.9	2.4	0.9	2.4	0	0.5	1.4	0.7	2.7	0.9	4.1	5.1	3.9	3.3	4.8	4.6
Slc7a9	0	1.5	0	1.5	0	0	0	1.4	0	2.8	0	3.5	3	3.2	4.8	5
Slc9a1	0	0.7	0	0.7	2.9	0	1.8	0.6	0.6	1.2	2.2	1.5	0.3	0.6	0.8	2.3
Slc9a3r1	2.8	4.5	2.8	4.5	4.9	4.4	5.5	5.4	6	6.4	6.7	7.7	6.8	6.8	7.8	7.2
Slc9a3r2	2.1	0	2.1	0	1.2	0	0.9	1.9	0.6	3.7	0	2.4	1.7	0	0	0
Slc9a5	0	0.3	0	0.3	0	0	0	0.8	0	1.6	0	0	0.6	0.6	0.8	0.3
Slc9a6	1.8	2.1	1.8	2.1	0.9	1.4	1.2	1.5	1.4	1.5	1.3	3.2	1.4	1.7	3	3
Slc9a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a8	0	0	0	0	1.3	1.2	1.1	0.6	0.8	0	0.7	2.7	1.6	2.1	1.8	1.6
Slc9b1	0	0	0	0	0	0	0	0.9	0	1.7	0	0	0.8	0	0	1
Slco2a1	0	0	0	0	0	0	0.6	0	1.2	0	0	0	0.2	0	0	0
Slco3a1	0	3.2	0	3.2	0.5	0	0.4	0	0.2	0	0	3.1	0.3	1.2	2.5	2.6
Slco4a1	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco4c1	0	0	0	0	2.7	0	1.4	0	0	0	2.4	2.5	2.3	1.3	3.5	0.6
Slfn1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
Slfn10-ps	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0.2	0	0
Slfn2	1.1	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slfn5	5.3	5.6	5.3	5.6	5.6	5.6	5.7	5.5	5.8	5.4	5.8	6.5	6.3	6.9	5.3	6.2
Slfn8	0	1.5	0	1.5	0	0	0.2	0.7	0.3	1.4	0	0	0	0.2	0	0
Slfn9	0	0	0	0	0	0.7	0	0.4	0	0	1.3	0	0.2	0.9	0.2	0.2
Slirp	5.6	7.9	5.6	7.9	6.6	6.1	6.9	6.6	7.2	7	7.1	9.1	7.9	8.8	8.1	8.9
Slit3	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	1.3	0	0
Slitrk5	1.9	0	1.9	0	0	0.2	0	0.1	0	0	0	0	0	0	0	0
Slk	1.2	2.5	1.2	2.5	2.5	1.6	1.6	1.7	0.7	1.7	2.7	2	1.8	2.1	2.6	2.6
Slmap	1.8	1.9	1.8	1.9	2	0.3	1.8	0.8	1.6	1.2	0.7	2.3	2.1	2.9	2.8	3
Slmo1	0	0	0	0	0	1.2	0	0.6	0	0	0	2.4	0	1.2	0	0
Slmo2	0	3.9	0	3.9	2.1	4.8	2.9	4.1	3.6	3.3	3.8	5	4.2	5.7	3.9	4.3
Slpi	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3.7
Sltm	3.3	2.7	3.3	2.7	1.7	2.7	1.7	2.6	1.7	2.5	3.8	4.6	3.7	4.5	3.9	4.5
Slu7	1	3.4	1	3.4	1.5	0.8	1.6	1.8	1.7	2.8	2.8	2.2	2.2	3.7	1.4	2.7
Slx1b	0.6	0.5	0.6	0.5	0.7	1.4	1.2	1.4	1.6	1.3	0.7	2.3	2.6	1.6	2.6	1.4
Slx4	0	1.3	0	1.3	0	1.1	0.5	1	0.9	0.9	0.7	1.8	0.5	1.8	0.9	0.3
Slx4ip	0	1.6	0	1.6	2.6	1.2	1.3	0.6	0	0	2.4	0	1.2	2.3	0.6	1.3
Slxl1	0	2.5	0	2.5	0	0	0	0	0	0	0	0	1.5	0	0	0
Smad1	1.8	0.6	1.8	0.6	3.3	1.7	2.8	1.9	2.3	2	3.6	4.2	2.7	4.4	4.5	4.4
Smad2	0.7	0.7	0.7	0.7	2.4	0.5	1.7	0.7	0.9	0.8	0.8	1.5	2.3	1.8	1.6	2.3
Smad3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0.3	0
Smad4	3.6	0.9	3.6	0.9	0	0.8	1	1.4	1.9	1.9	3.6	3.3	2.9	3.8	2.8	4
Smad5	0.9	0.7	0.9	0.7	1	1.8	1.2	1.9	1.3	2	2	1.8	3	2.5	2.8	2
Smad6	3.3	0	3.3	0	0	0	0	0.7	0	1.3	1.3	1	2.3	1.2	2.4	2.5
Smad7	0	1.7	0	1.7	0.6	1.5	0.8	1.4	0.9	1.3	2.7	1	1.8	2.4	3.4	2.4
Smad9	0	0	0	0	0	0	0	0	0	0	0	0.7	0.5	2.3	1.6	0.4
Smagp	2.4	0	2.4	0	0	3.2	0	3.8	0	4.3	2.5	2.7	2.4	1.2	0	3.9
Smap1	2.1	1.8	2.1	1.8	0	1.6	2.3	3	4.6	4.4	3	4.9	4.7	4.1	4.8	5.3
Smap2	2.6	0	2.6	0	0	0	0.3	0.9	0.6	1.7	2.9	2.2	2.2	2.6	3.3	1.6
Smarca1	2.2	0.8	2.2	0.8	0.6	1.2	1.2	1.8	1.8	2.3	1.5	3.7	1.3	2.2	0.6	1.9
Smarca2	0	0	0	0	3	0.2	1.5	0.1	0	0	0.9	0	2.1	0.7	0.9	0
Smarca4	4	3.5	4	3.5	3	2.6	2.3	3	1.5	3.4	3.3	4.6	3.6	4.5	4.1	4.5
Smarca5	4.2	4.7	4.2	4.7	2.4	2.5	3.1	3.5	3.8	4.5	3.1	5	4.1	5.4	3.9	3.8
Smarca5-ps	0.6	2.9	0.6	2.9	0	1.7	0.2	1.6	0.3	1.4	1.3	0.8	1.3	2.1	1.1	3
Smarcad1	0.8	2.7	0.8	2.7	1.9	1.7	2.2	2	2.4	2.2	1.8	2.7	2	2.7	1.7	2.5
Smarcal1	0	1.2	0	1.2	0	0	0	0	0	0	0.6	1.8	0.9	1.8	0.9	1.2
Smarcb1	4.1	2.5	4.1	2.5	0	3.8	2.1	3.3	4.1	2.8	2.1	5.2	3.8	5.2	4.5	4.7
Smarcc1	4.2	3.1	4.2	3.1	3	2.1	3	3.1	3	4	4	4.3	3.7	5.1	3.2	4.4
Smarcc2	1.1	1.1	1.1	1.1	1.3	1.8	1.4	1.4	1.4	0.9	1.5	2.3	0.2	2.7	2.7	2.2
Smarcd1	4.6	3.4	4.6	3.4	4.3	2.8	3.8	2.7	3.2	2.6	4.9	5.2	4.1	4.9	4.2	3.8
Smarcd2	2.9	1.8	2.9	1.8	1.5	0.5	1	0.3	0.4	0	2.5	2.6	3.1	3.5	1.6	3.5
Smarce1	2.1	3.6	2.1	3.6	3.9	0.9	3.3	2	2.6	3.1	2.4	5	3.7	5.2	3.5	4.5
Smc1a	4.3	3.8	4.3	3.8	2.8	2.8	3.7	3	4.5	3.2	4.5	4.4	4.5	5.1	4.8	4.8
Smc1b	0	0	0	0	0	0	0.2	0	0.3	0	0.7	0	0.6	0	1.1	1.4
Smc2	3.5	3.5	3.5	3.5	3.5	3.3	3.4	3.5	3.2	3.7	4.1	4.6	4.1	3.9	4.4	4.8
Smc3	3.4	3.6	3.4	3.6	3.4	2	3.3	3	3.1	4	4.4	4.6	4.3	5	3.8	4.4
Smc4	3.7	4.6	3.7	4.6	3.1	3.7	3.7	4.1	4.2	4.4	4.4	4.9	4.8	5	5.1	4.6
Smc5	2.5	2.5	2.5	2.5	3.6	2.3	3.3	2.1	3	1.9	2.7	2.8	3.2	3.7	3.3	2.7
Smc6	2.6	3.4	2.6	3.4	2.6	2	2.3	2.7	2	3.3	4	4.2	3.7	4.3	4.5	3.9
Smchd1	1.3	3.4	1.3	3.4	1.9	2.4	2.2	2.5	2.5	2.5	3.6	4	3.1	4.2	3.6	3.2
Smcr7	0.8	0	0.8	0	0	0	1.3	0	2.5	0	2.3	0.4	3.3	2	1.8	3.2
Smcr7l	0	1.5	0	1.5	0	1.4	0	0.9	0	0.4	2.5	1.1	0.4	1.9	2.1	0.7
Smcr8	0	0	0	0	0.4	1.1	1.3	0.6	2.1	0	0.2	2.3	0.2	1.5	2	1
Smek1	3.1	1.3	3.1	1.3	1.7	1.3	2	2.2	2.2	3.1	2.3	3.1	3	3.1	2.7	3
Smek2	2.1	2.2	2.1	2.2	0	1.7	1.3	1.6	2.6	1.4	2.6	3.6	2.7	4	1.9	4
Smg1	0.8	0.6	0.8	0.6	0.6	0.9	1	0.7	1.3	0.5	1.6	1	1.4	2.3	1.7	1.9
Smg5	0.9	1	0.9	1	1.8	2.1	1.8	2.5	1.7	2.8	3.5	3.5	3.3	3.3	3.5	2.6
Smg6	0.7	1.1	0.7	1.1	1.3	1.4	1.3	1.8	1.3	2.1	1.7	2.6	1.3	2	1	2.4
Smg7	1.7	1.7	1.7	1.7	0	1.4	0.6	1.5	1.1	1.6	0.6	3.2	1.8	2.7	1.9	2.6
Smg8	0	0	0	0	1.9	0.6	1.4	0.3	0.8	0	1.1	2.1	1.9	2.4	1.9	1.1
Smg9	0	3.3	0	3.3	0	2.7	1.4	1.4	2.7	0	1.2	2.1	1.7	1.5	1.6	1.9
Smim1	3.2	3.2	3.2	3.2	3.1	2.3	2.5	2.6	1.9	2.8	2.4	4	2.3	3.2	3.6	3.3
Smim11	6	5.2	6	5.2	0	5	1.7	4.8	3.3	4.5	4	4.9	3.7	5.6	4.8	5.9
Smim12	2.3	3.9	2.3	3.9	1.8	3.9	2.1	2.5	2.4	1	4.8	5.1	4.6	4.2	4.2	4.8
Smim13	0.8	0	0.8	0	0	0.3	0.4	0.8	0.8	1.2	2	1.2	1.6	1.4	2.2	1.6
Smim14	0	1.3	0	1.3	1.1	0	2.2	0	3.3	0	3.3	0.9	3.3	1.7	3.2	2.1
Smim15	1	4.1	1	4.1	2.8	2.7	2.4	2.3	2	1.9	4.2	4.9	3.2	4.7	4.1	3.8
Smim3	0	0	0	0	0	0	0	0	0	0	0.9	0	0	2.1	0	0
Smim4	5.7	5.2	5.7	5.2	0	3.9	2.7	3.7	5.3	3.5	6.1	5.5	6	6.7	5.7	6.5
Smim6	2.9	0	2.9	0	0	0	0	0	0	0	0	0	1.2	2	0	0
Smim7	2.6	1.6	2.6	1.6	1.3	3.3	2.3	2.6	3.3	1.9	3	5.4	3.5	3.3	3.4	4.6
Smim8	0	0	0	0	0	0	1.5	1.6	3	3.1	0	2	2.9	4.8	3.1	0
Smlr1	0	0	0	0	0	0	0	0	0	0	1	4.4	1	2.3	5.9	1.8
Smn1	4.8	5.3	4.8	5.3	4.9	4.8	4.5	4.6	4.1	4.4	4.6	3.9	4.5	5.1	4.9	4.1
Smndc1	1.9	3.2	1.9	3.2	1.6	0.9	1.8	0.7	2	0.5	3.2	3.4	3	4.2	4.1	2.4
Smo	1.5	0	1.5	0	0.6	0	0.3	1.5	0	3	0.9	2.8	2.2	4.4	2.2	3.2
Smoc1	0	1.8	0	1.8	0	1.2	0.7	1.3	1.3	1.4	2.2	3	0.2	1.6	1.4	2.9
Smoc2	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0
Smok2a	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0.7	0	0
Smok4a	0	0	0	0	0	1.5	0	0.8	0	0	0	0	0	0	0	0
Smox	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smpd1	0	0	0	0	0	1.1	0.4	0.6	0.7	0	0.8	3.1	2.2	2.8	2.5	1.4
Smpd2	2.2	0	2.2	0	1.3	2.2	2.5	2.1	3.7	1.9	4.9	4.3	2.9	4.3	4.4	4.4
Smpd4	1.4	1.9	1.4	1.9	2.3	1	2	0.7	1.7	0.4	1.7	2.7	2.2	2.9	2.9	3.3
Smpdl3a	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	1.6	0
Smpdl3b	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0.4	0.5	0
Smr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sms	2.5	3.9	2.5	3.9	0.7	3	1.4	1.7	2	0.3	2.1	3.1	2.2	4.1	3	2.9
Smtn	0.6	1.2	0.6	1.2	3.7	0.6	2.2	1.1	0.6	1.6	2.1	3.1	0.8	2.3	2.4	2.4
Smtnl2	0	0	0	0	0	0	0.5	0	0.9	0	0	0.2	0.5	0.3	2.7	0
Smu1	1.4	2	1.4	2	3.5	2.7	2.8	2.2	2	1.7	3.7	3.9	2.8	4.2	4.7	4.4
Smug1	0	0.8	0	0.8	0	0	0	0	0	0	1.6	2.8	0.5	0.5	0	2.9
Smurf1	0.4	0	0.4	0	0.5	0	0.6	0.9	0.7	1.7	0.4	1.5	0.1	0	1.2	0.6
Smurf2	0	0.3	0	0.3	0.8	0	0.7	0	0.5	0	0.8	2.5	2	2.7	1.4	0.3
Smyd2	0	1.5	0	1.5	0	0	0	1.8	0	3.5	2.1	1.9	0.4	4.5	3.2	2.4
Smyd3	0	2.5	0	2.5	0	0	0	0	0	0	0.9	0.6	0	0.5	1	0.3
Smyd4	0	1.1	0	1.1	0.7	0	0.4	1.3	0	2.5	0.2	2	0	1.7	0	0.6
Smyd5	4.4	2.6	4.4	2.6	1.9	1	2.4	2.3	2.9	3.6	3.8	5	3.6	4.3	3.9	2.6
Snai1	1.8	5.1	1.8	5.1	1.3	2.5	1.4	3.2	1.4	3.8	2.1	3.7	0.4	5.1	1.7	4.5
Snai3	0	2.7	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0.4
Snap23	3.6	2.3	3.6	2.3	3.6	3	2.7	3.5	1.7	4	2.6	5.1	3.8	3.9	2.5	4.1
Snap25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	1
Snap29	0	1.6	0	1.6	0	0	0	0	0	0	2.3	1.2	2.8	2.6	1.5	2.9
Snap47	1	0	1	0	0	1.3	1.1	2.1	2.1	2.9	2.2	3.9	0	3.8	3.5	3.4
Snapc1	0.9	0	0.9	0	0	1.2	0	0.9	0	0.5	0.3	0.7	1.3	2.7	0.8	0.3
Snapc2	0	4.2	0	4.2	3.4	0	1.7	1.2	0	2.4	1.1	2.1	3.5	3.5	2.8	2.8
Snapc3	3.9	0	3.9	0	0	2.5	0	3.2	0	3.8	2.2	2.6	3.6	2.3	3.4	0
Snapc4	0	2.2	0	2.2	0	0	0.9	1.2	1.7	2.3	1.2	1.7	2.1	1.3	1.4	2
Snapc5	0	0	0	0	0	0	0.9	2	1.8	3.9	3.2	2.5	2.1	4.5	4.2	4.8
Snapin	2.6	4	2.6	4	2.2	0	2.7	1.6	3.1	3.2	3.2	4.5	3.3	3.3	4.6	4
Snca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snd1	2.6	3.5	2.6	3.5	0	1.9	1.2	2.2	2.4	2.4	3.9	4.2	3.1	3.8	3	2.6
Snf8	6	2.6	6	2.6	4.1	0	4.5	1	4.8	2	4.2	5.3	4.7	5.4	4.5	4.5
Snhg1	4.6	3.8	4.6	3.8	0	5.7	0	5.7	0	5.6	6.1	7	5.3	6.7	6.4	5.8
Snhg10	3.9	4.3	3.9	4.3	0	3.4	1.2	1.7	2.4	0	0	4.5	0	2.8	2.4	4.8
Snhg11	0	0.8	0	0.8	1.1	0	1.2	0	1.2	0	1.8	0.9	1.6	1.1	1.7	0.4
Snhg12	4.1	2	4.1	2	0	4.5	1.9	4.9	3.7	5.3	3	5.3	4.3	6.3	5	5.1
Snhg3	5.5	7.7	5.5	7.7	7	6.8	5.9	7.4	4.7	7.9	7.5	8.3	7.6	8.5	8.2	8.7
Snhg4	0	3.6	0	3.6	0	4.3	1.3	4	2.5	3.7	4	5.7	4.7	5.9	6	6.2
Snhg5	3.5	5.6	3.5	5.6	0	4.7	2.3	4.5	4.5	4.3	4.8	5.3	5.2	7	5	5.5
Snhg6	7.1	6.8	7.1	6.8	4.2	5.2	5.1	5.6	6	5.9	7	6.7	6.7	7.6	7.2	7.7
Snhg7	3.3	5	3.3	5	0	3.3	2.3	1.7	4.5	0	2.7	3.7	2.2	5.3	3.7	3.5
Snhg8	2.7	2.9	2.7	2.9	0	4.7	1.1	3.8	2.2	2.9	3.6	3.6	2.9	5.1	5.2	5.2
Snhg9	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	0	0
Snip1	0	0	0	0	3.1	1.7	1.8	1.4	0.4	1.1	2.2	3.8	0.3	2.1	2.6	3.4
Snn	1.5	0	1.5	0	1.3	0	0.7	0	0	0	0	0.5	2.2	2.2	1.2	2
Snora23	0	0	0	0	0	0	0	0	0	0	0	5.2	0	0	5.7	0
Snora74a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora78	7.6	0	7.6	0	7.8	0	3.9	0	0	0	0	7.9	0	7.3	7.9	9.1
Snora7a	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1	0	0
Snora81	0	0	0	0	0	0	0	3.5	0	6.9	0	5.2	0	0	0	0
Snord17	0	0	0	0	0	0	0	0	0	0	3.5	3.1	4.9	0	0	5.1
Snord22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
Snrk	0	0	0	0	0	0	0	0.2	0	0.4	2	1.3	1.4	1	1.2	1.1
Snrnp200	2.4	3	2.4	3	0.7	2.7	0.6	2.7	0.5	2.6	2.8	2.4	3.5	3.7	2.9	2.7
Snrnp25	2.6	5	2.6	5	0	4.3	1.7	5.1	3.3	5.8	4.5	5.8	6	4.5	5.1	5.4
Snrnp27	6.1	5	6.1	5	0	3.5	1.7	2.9	3.3	2.2	3.3	6.2	5.5	6.3	6.2	6.1
Snrnp35	0	0	0	0	0	0	0	0.5	0	0.9	0	0	1.1	0.6	2.7	2.7
Snrnp40	1.1	0	1.1	0	1.3	2.6	2.3	3.4	3.3	4.1	5.2	4.3	3.2	4.4	4.3	4.4
Snrnp48	3.5	1.4	3.5	1.4	3.8	4.2	3.4	4.2	2.9	4.2	2.8	4	4.2	4.4	4.3	4.4
Snrnp70	4.7	4.8	4.7	4.8	4.5	4	4.2	3.5	3.9	3	4.8	5.7	5.2	5.7	5.5	5
Snrpa	3.4	4.2	3.4	4.2	2.7	2.8	4	3.8	5.3	4.8	5.8	5.7	5.4	6.6	6.3	6.8
Snrpa1	3.4	4.6	3.4	4.6	1.5	2.8	2.7	2.3	3.8	1.7	5.2	5.5	3.1	6.3	4.7	6.1
Snrpb	7.1	7.5	7.1	7.5	6.5	6.6	6.8	6.8	7	6.9	6.4	8.3	8	8.8	7.6	8.5
Snrpb2	5.2	6.4	5.2	6.4	5.8	4.9	5.3	5	4.8	5	5	6.3	5.4	6.7	5.7	6.4
Snrpc	5.8	3.9	5.8	3.9	4.7	4.3	5.5	4.4	6.2	4.5	5.1	6.2	6.2	7	6.4	6.5
Snrpd1	6.3	6.3	6.3	6.3	6.7	5.2	6.5	5.8	6.2	6.4	7.6	7.8	7.4	8.2	7.3	8.2
Snrpd2	7.2	8.1	7.2	8.1	6	5.9	6.2	7	6.4	8.1	7.7	9.1	8	9.2	8.9	8.5
Snrpd3	6.8	7.5	6.8	7.5	6.4	5.6	6.4	6.8	6.4	8	6.2	8.2	6.9	9	8	8.1
Snrpe	7.9	9.6	7.9	9.6	8.1	7.4	8.3	8.2	8.4	8.9	9.3	9.7	9.5	10.6	9.4	10.1
Snrpf	7.3	7.8	7.3	7.8	5.2	7.1	6.2	7.3	7.2	7.5	7.6	8.4	7.7	9	8	8.6
Snrpg	9.4	9.8	9.4	9.8	8.9	7.9	9	8.7	9.1	9.4	9.4	10.8	10	11	10.8	10.6
Snrpn	4	2	4	2	0.7	0.8	0.7	1.6	0.7	2.4	0.9	3.7	3.5	5.5	0.1	3.5
Snta1	0	0	0	0	0	0	0	0	0	0	0	0	1.6	1.9	0.4	0
Sntb2	0.9	0	0.9	0	0	0.5	0.1	0.3	0.2	0	0.5	0.8	0	1.4	0.5	0.3
Snupn	0	2.8	0	2.8	0	3.4	0.8	3.1	1.6	2.7	1.5	3.9	3	3	0	2.3
Snurf	3.9	2	3.9	2	0.6	0.7	0.7	1.5	0.7	2.2	0.9	3.5	3.1	3.6	0.1	3.3
Snw1	4.3	4.5	4.3	4.5	2.6	2.9	2.9	2.9	3.2	2.9	4	4.6	3.2	5.1	3.3	4.1
Snx1	0	3.7	0	3.7	2.1	1.8	2.8	1.7	3.5	1.6	2.9	4.2	3.4	4.2	3.3	3
Snx10	0.8	3.4	0.8	3.4	2.7	2.3	3.1	1.9	3.5	1.5	1.9	2.4	3.2	2.5	3.9	2.6
Snx11	1.7	0.7	1.7	0.7	0	0	0	0	0	0	0	1.3	0	0.3	1.8	0.2
Snx12	3.5	1.4	3.5	1.4	0	0	1.9	1.9	3.7	3.8	4.1	2.5	3.4	5.4	5	4.3
Snx13	0.4	1.1	0.4	1.1	0	0.6	0	0.8	0	0.9	0.1	1.1	1.4	1.8	1.4	0.2
